booking_id,guest_id,room_id,room_number,room_type,booking_date,check_in,check_out,nights,lead_time_days,adults,children,booking_month,weekday,season,channel,nationality,breakfast,upgraded,member_tier_at_booking,status,cancel_date,rate_per_night,room_charge,extra_charge,discount,service_charge,vat,total_price,commission,net_revenue
115,8,10,110,Deluxe,2024-12-15,2025-01-18,2025-01-21,3,34,1,0,2025-01,Saturday,High,Website,German,1,0,Silver,CHECKED_OUT,,2750.0,8250.0,1050,465.0,883.5,680.3,10398.8,207.98,10190.82
116,70,1,101,Standard,2024-12-15,2025-03-27,2025-04-10,14,102,2,1,2025-03,Thursday,Normal,OTA,Russian,1,0,Regular,CANCELLED,2024-12-17,1288.0,18032.0,9800,0.0,2783.2,2143.06,32758.26,4913.74,27844.52
117,71,3,103,Standard,2024-12-15,2025-01-09,2025-01-13,4,25,2,0,2025-01,Thursday,High,OTA,American,0,0,Regular,CHECKED_OUT,,1610.0,6440.0,0,0.0,644.0,495.88,7579.88,1136.98,6442.9
118,47,10,110,Deluxe,2024-12-15,2025-06-05,2025-06-11,6,172,2,0,2025-06,Thursday,Low,Website,German,1,0,Regular,CHECKED_OUT,,1821.6,10929.6,4200,0.0,1512.96,1164.98,17807.54,356.15,17451.39
119,72,2,102,Standard,2024-12-15,2025-01-07,2025-01-09,2,23,2,0,2025-01,Tuesday,High,OTA,Malaysian,0,0,Regular,CHECKED_OUT,,1750.0,3500.0,0,0.0,350.0,269.5,4119.5,617.92,3501.57
120,60,4,104,Standard,2024-12-15,2025-04-01,2025-04-05,4,107,3,0,2025-04,Tuesday,Normal,OTA,German,0,0,Regular,CHECKED_OUT,,1288.0,5152.0,0,0.0,515.2,396.7,6063.9,909.59,5154.32
121,73,9,109,Deluxe,2024-12-15,2025-02-16,2025-02-17,1,63,2,2,2025-02,Sunday,High,OTA,Chinese,1,0,Regular,CANCELLED,2024-12-26,2530.0,2530.0,700,0.0,323.0,248.71,3801.71,570.26,3231.45
122,5,5,105,Standard,2024-12-18,2025-02-01,2025-02-08,7,45,1,0,2025-02,Saturday,High,Website,American,0,0,Silver,CHECKED_OUT,,1750.0,12250.0,0,612.5,1163.75,896.09,13697.34,273.95,13423.39
123,74,14,204,Family,2024-12-18,2025-02-21,2025-02-23,2,65,2,1,2025-02,Friday,High,Phone,Malaysian,0,0,Regular,CHECKED_OUT,,3450.0,6900.0,0,0.0,690.0,531.3,8121.3,0.0,8121.3
124,9,10,110,Deluxe,2024-12-18,2025-01-25,2025-02-08,14,38,2,0,2025-01,Saturday,High,Website,British,1,0,Regular,CHECKED_OUT,,2750.0,38500.0,9800,0.0,4830.0,3719.1,56849.1,1136.98,55712.12
125,75,15,205,Family,2024-12-18,2025-04-04,2025-04-18,14,107,2,2,2025-04,Friday,Normal,OTA,British,1,0,Regular,CHECKED_OUT,,2760.0,38640.0,9800,0.0,4844.0,3729.88,57013.88,8552.08,48461.8
126,44,3,103,Standard,2024-12-18,2025-02-14,2025-02-28,14,58,2,0,2025-02,Friday,High,OTA,Russian,1,0,Regular,CANCELLED,2024-12-30,1610.0,22540.0,9800,0.0,3234.0,2490.18,38064.18,5709.63,32354.55
127,76,7,107,Deluxe,2024-12-19,2025-01-18,2025-02-01,14,30,2,0,2025-01,Saturday,High,OTA,British,1,0,Regular,CHECKED_OUT,,2750.0,38500.0,9800,0.0,4830.0,3719.1,56849.1,8527.36,48321.74
128,77,2,102,Standard,2024-12-19,2025-01-11,2025-01-12,1,23,2,0,2025-01,Saturday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,1925.0,1925.0,0,0.0,192.5,148.23,2265.72,339.86,1925.87
129,37,11,201,Deluxe,2024-12-19,2025-01-03,2025-01-08,5,15,2,0,2025-01,Friday,High,Phone,American,0,0,Regular,CHECKED_OUT,,2530.0,12650.0,0,0.0,1265.0,974.05,14889.05,0.0,14889.05
130,78,14,204,Family,2024-12-19,2025-01-28,2025-01-30,2,40,2,0,2025-01,Tuesday,High,OTA,Malaysian,1,0,Regular,CHECKED_OUT,,3750.0,7500.0,1400,0.0,890.0,685.3,10475.3,1571.29,8904.0
131,36,1,101,Standard,2024-12-20,2025-01-07,2025-01-09,2,18,1,0,2025-01,Tuesday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,1925.0,3850.0,0,0.0,385.0,296.45,4531.45,90.63,4440.82
132,79,1,101,Standard,2024-12-20,2025-01-16,2025-01-19,3,27,2,0,2025-01,Thursday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,1750.0,5250.0,0,0.0,525.0,404.25,6179.25,926.89,5252.36
133,38,15,205,Family,2024-12-20,2025-01-17,2025-01-19,2,28,3,0,2025-01,Friday,High,OTA,Thai,0,0,Regular,CANCELLED,2025-01-05,3750.0,7500.0,0,0.0,750.0,577.5,8827.5,1324.12,7503.38
134,80,2,102,Standard,2024-12-20,2025-01-05,2025-01-06,1,16,3,0,2025-01,Sunday,High,Website,British,1,0,Regular,CHECKED_OUT,,1750.0,1750.0,1050,0.0,280.0,215.6,3295.6,65.91,3229.69
135,81,11,201,Deluxe,2024-12-20,2025-01-26,2025-01-28,2,37,2,0,2025-01,Sunday,High,Website,American,1,0,Regular,CANCELLED,2024-12-23,2750.0,5500.0,1400,0.0,690.0,531.3,8121.3,162.43,7958.87
136,82,11,201,Deluxe,2024-12-20,2025-02-10,2025-02-11,1,52,2,0,2025-02,Monday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,2530.0,2530.0,0,0.0,253.0,194.81,2977.81,446.67,2531.14
137,83,10,110,Deluxe,2024-12-20,2025-01-11,2025-01-12,1,22,2,0,2025-01,Saturday,High,OTA,Japanese,1,1,Regular,CANCELLED,2025-01-06,3300.0,3300.0,700,0.0,400.0,308.0,4708.0,706.2,4001.8
138,84,4,104,Standard,2024-12-20,2025-01-18,2025-01-22,4,29,2,0,2025-01,Saturday,High,OTA,Thai,1,0,Regular,CHECKED_OUT,,1750.0,7000.0,2800,0.0,980.0,754.6,11534.6,1730.19,9804.41
139,85,14,204,Family,2024-12-21,2025-01-12,2025-01-18,6,22,2,2,2025-01,Sunday,High,OTA,Korean,0,0,Regular,CANCELLED,2024-12-27,4125.0,24750.0,0,0.0,2475.0,1905.75,29130.75,4369.61,24761.14
140,86,3,103,Standard,2024-12-21,2025-01-22,2025-01-26,4,32,3,0,2025-01,Wednesday,High,Phone,Malaysian,1,0,Regular,NO_SHOW,,1610.0,6440.0,4200,0.0,1064.0,819.28,12523.28,0.0,12523.28
141,87,12,202,Suite,2024-12-22,2025-01-21,2025-01-22,1,30,3,0,2025-01,Tuesday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,4830.0,4830.0,1050,0.0,588.0,452.76,6920.76,1038.11,5882.65
142,88,9,109,Deluxe,2024-12-22,2025-01-01,2025-01-02,1,10,1,0,2025-01,Wednesday,High,OTA,Thai,1,0,Regular,CHECKED_OUT,,2530.0,2530.0,350,0.0,288.0,221.76,3389.76,508.46,2881.3
143,89,15,205,Family,2024-12-23,2025-02-24,2025-02-25,1,63,3,0,2025-02,Monday,High,OTA,British,1,0,Regular,CHECKED_OUT,,3450.0,3450.0,1050,0.0,450.0,346.5,5296.5,794.48,4502.02
144,90,3,103,Standard,2024-12-23,2025-04-16,2025-04-17,1,114,1,0,2025-04,Wednesday,Normal,OTA,Russian,1,0,Regular,CHECKED_OUT,,1288.0,1288.0,350,0.0,163.8,126.13,1927.93,289.19,1638.74
145,91,8,108,Deluxe,2024-12-23,2025-03-27,2025-03-29,2,94,1,0,2025-03,Thursday,Normal,Website,British,1,0,Regular,CHECKED_OUT,,2024.0,4048.0,700,0.0,474.8,365.6,5588.4,111.77,5476.63
146,52,10,110,Deluxe,2024-12-23,2025-03-20,2025-03-22,2,87,2,0,2025-03,Thursday,Normal,OTA,German,1,0,Regular,CHECKED_OUT,,2024.0,4048.0,1400,0.0,544.8,419.5,6412.3,961.84,5450.45
147,92,12,202,Suite,2024-12-24,2025-03-09,2025-03-15,6,75,2,0,2025-03,Sunday,Normal,OTA,British,1,0,Regular,CHECKED_OUT,,3864.0,23184.0,4200,0.0,2738.4,2108.57,32230.97,4834.65,27396.32
148,93,15,205,Family,2024-12-24,2025-01-11,2025-01-16,5,18,2,1,2025-01,Saturday,High,Website,Korean,0,0,Regular,CHECKED_OUT,,4500.0,22500.0,0,0.0,2250.0,1732.5,26482.5,529.65,25952.85
149,62,8,108,Deluxe,2024-12-24,2025-01-17,2025-01-22,5,24,1,0,2025-01,Friday,High,Website,Chinese,1,1,Regular,CHECKED_OUT,,2750.0,13750.0,1750,0.0,1550.0,1193.5,18243.5,364.87,17878.63
150,94,10,110,Deluxe,2024-12-24,2025-01-02,2025-01-04,2,9,2,0,2025-01,Thursday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,2530.0,5060.0,0,0.0,506.0,389.62,5955.62,0.0,5955.62
151,95,8,108,Deluxe,2024-12-24,2025-01-30,2025-01-31,1,37,2,1,2025-01,Thursday,High,Website,Thai,0,0,Regular,CANCELLED,2025-01-02,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,64.73,3172.01
152,75,7,107,Deluxe,2024-12-25,2025-01-01,2025-01-08,7,7,2,0,2025-01,Wednesday,High,OTA,British,1,1,Regular,CHECKED_OUT,,2530.0,17710.0,4900,0.0,2261.0,1740.97,26611.97,3991.8,22620.17
153,96,13,203,Suite,2024-12-26,2025-02-14,2025-02-18,4,50,2,0,2025-02,Friday,High,OTA,Malaysian,1,0,Regular,CHECKED_OUT,,4830.0,19320.0,2800,0.0,2212.0,1703.24,26035.24,3905.29,22129.95
154,97,13,203,Suite,2024-12-26,2025-01-28,2025-01-30,2,33,2,2,2025-01,Tuesday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,5250.0,10500.0,0,0.0,1050.0,808.5,12358.5,1853.77,10504.73
155,98,9,109,Deluxe,2024-12-26,2025-01-06,2025-01-07,1,11,2,0,2025-01,Monday,High,OTA,Russian,1,0,Regular,CANCELLED,2025-01-04,3025.0,3025.0,700,0.0,372.5,286.83,4384.32,657.65,3726.68
156,99,11,201,Deluxe,2024-12-27,2025-02-03,2025-02-05,2,38,2,0,2025-02,Monday,High,OTA,Korean,1,0,Regular,CHECKED_OUT,,2750.0,5500.0,1400,0.0,690.0,531.3,8121.3,1218.19,6903.11
157,100,13,203,Suite,2024-12-27,2025-02-08,2025-02-09,1,43,2,1,2025-02,Saturday,High,OTA,Russian,1,1,Regular,CANCELLED,2025-02-01,4830.0,4830.0,700,0.0,553.0,425.81,6508.81,976.32,5532.49
158,101,12,202,Suite,2024-12-27,2025-03-28,2025-03-29,1,91,2,0,2025-03,Friday,Normal,Phone,Russian,1,0,Regular,CHECKED_OUT,,3864.0,3864.0,700,0.0,456.4,351.43,5371.83,0.0,5371.83
159,102,1,101,Standard,2024-12-27,2025-02-26,2025-03-04,6,61,1,0,2025-02,Wednesday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,1610.0,9660.0,0,0.0,966.0,743.82,11369.82,1705.47,9664.35
160,103,7,107,Deluxe,2024-12-27,2025-03-01,2025-03-02,1,64,3,0,2025-03,Saturday,Normal,Website,German,1,0,Regular,CHECKED_OUT,,2024.0,2024.0,1050,0.0,307.4,236.7,3618.1,72.36,3545.74
161,104,9,109,Deluxe,2024-12-27,2025-02-10,2025-02-11,1,45,2,0,2025-02,Monday,High,OTA,Japanese,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
162,105,1,101,Standard,2024-12-28,2025-01-24,2025-01-25,1,27,1,0,2025-01,Friday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,1750.0,1750.0,0,0.0,175.0,134.75,2059.75,308.96,1750.79
163,34,3,103,Standard,2024-12-28,2025-02-22,2025-02-23,1,56,1,0,2025-02,Saturday,High,OTA,Chinese,0,0,Silver,CHECKED_OUT,,1610.0,1610.0,0,80.5,152.95,117.77,1800.22,270.03,1530.19
164,106,14,204,Family,2024-12-29,2025-03-10,2025-03-13,3,71,2,1,2025-03,Monday,Normal,Website,British,1,0,Regular,CANCELLED,2025-01-02,2760.0,8280.0,2100,0.0,1038.0,799.26,12217.26,244.35,11972.91
165,107,11,201,Deluxe,2024-12-29,2025-06-27,2025-07-11,14,180,2,2,2025-06,Friday,Low,OTA,German,1,0,Regular,CONFIRMED,,1821.6,25502.4,9800,0.0,3530.24,2718.28,41550.92,6232.64,35318.29
166,50,2,102,Standard,2024-12-29,2025-02-08,2025-02-10,2,41,1,0,2025-02,Saturday,High,Phone,Chinese,0,0,Regular,CANCELLED,2025-01-28,1610.0,3220.0,0,0.0,322.0,247.94,3789.94,0.0,3789.94
167,108,5,105,Standard,2024-12-29,2025-01-03,2025-01-04,1,5,1,0,2025-01,Friday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,1750.0,1750.0,0,0.0,175.0,134.75,2059.75,308.96,1750.79
168,109,11,201,Deluxe,2024-12-30,2025-01-02,2025-01-03,1,3,2,0,2025-01,Thursday,High,Website,Korean,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,64.73,3172.01
169,110,9,109,Deluxe,2024-12-30,2025-02-08,2025-02-10,2,40,2,0,2025-02,Saturday,High,Website,Malaysian,0,0,Regular,CHECKED_OUT,,2530.0,5060.0,0,0.0,506.0,389.62,5955.62,119.11,5836.51
170,111,5,105,Standard,2024-12-30,2025-04-09,2025-04-12,3,100,2,0,2025-04,Wednesday,Normal,Website,American,1,0,Regular,CHECKED_OUT,,1288.0,3864.0,2100,0.0,596.4,459.23,7019.63,140.39,6879.24
171,112,1,101,Standard,2024-12-30,2025-01-05,2025-01-06,1,6,1,0,2025-01,Sunday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,1750.0,1750.0,0,0.0,175.0,134.75,2059.75,0.0,2059.75
172,113,7,107,Deluxe,2024-12-31,2025-01-17,2025-01-18,1,17,2,0,2025-01,Friday,High,Phone,Thai,1,0,Regular,CHECKED_OUT,,2750.0,2750.0,700,0.0,345.0,265.65,4060.65,0.0,4060.65
173,114,3,103,Standard,2024-12-31,2025-01-15,2025-01-17,2,15,2,0,2025-01,Wednesday,High,OTA,Korean,0,0,Regular,CANCELLED,2025-01-03,1750.0,3500.0,0,0.0,350.0,269.5,4119.5,617.92,3501.57
174,115,12,202,Suite,2024-12-31,2025-01-03,2025-01-04,1,3,2,0,2025-01,Friday,High,Phone,Thai,0,1,Regular,CHECKED_OUT,,5250.0,5250.0,0,0.0,525.0,404.25,6179.25,0.0,6179.25
175,116,14,204,Family,2024-12-31,2025-01-14,2025-01-15,1,14,2,2,2025-01,Tuesday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,3750.0,3750.0,0,0.0,375.0,288.75,4413.75,88.28,4325.48
176,117,12,202,Suite,2024-12-31,2025-01-12,2025-01-13,1,12,2,0,2025-01,Sunday,High,OTA,Chinese,0,1,Regular,CHECKED_OUT,,5775.0,5775.0,0,0.0,577.5,444.68,6797.18,1019.58,5777.6
177,118,6,106,Standard,2025-01-01,2025-02-24,2025-03-04,8,54,1,0,2025-02,Monday,High,OTA,German,0,0,Regular,CANCELLED,2025-02-15,1610.0,12880.0,0,0.0,1288.0,991.76,15159.76,2273.96,12885.8
178,119,2,102,Standard,2025-01-01,2025-01-01,2025-01-05,4,0,1,0,2025-01,Wednesday,High,Website,Chinese,1,0,Regular,CHECKED_OUT,,1610.0,6440.0,1400,0.0,784.0,603.68,9227.68,184.55,9043.13
179,6,2,102,Standard,2025-01-01,2025-02-09,2025-02-10,1,39,1,0,2025-02,Sunday,High,OTA,Russian,1,0,Silver,CANCELLED,2025-02-03,1750.0,1750.0,350,105.0,199.5,153.62,2348.11,352.22,1995.9
180,120,5,105,Standard,2025-01-01,2025-01-14,2025-01-16,2,13,2,0,2025-01,Tuesday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,1925.0,3850.0,1400,0.0,525.0,404.25,6179.25,926.89,5252.36
181,121,6,106,Standard,2025-01-02,2025-01-29,2025-01-30,1,27,1,0,2025-01,Wednesday,High,OTA,Thai,0,0,Regular,CANCELLED,2025-01-13,1925.0,1925.0,0,0.0,192.5,148.23,2265.72,339.86,1925.87
182,122,10,110,Deluxe,2025-01-02,2025-02-10,2025-02-18,8,39,2,0,2025-02,Monday,High,OTA,Russian,0,0,Regular,CHECKED_OUT,,2750.0,22000.0,0,0.0,2200.0,1694.0,25894.0,3884.1,22009.9
183,123,2,102,Standard,2025-01-02,2025-01-22,2025-01-23,1,20,1,0,2025-01,Wednesday,High,OTA,Indian,0,0,Regular,CHECKED_OUT,,1610.0,1610.0,0,0.0,161.0,123.97,1894.97,284.25,1610.72
184,124,10,110,Deluxe,2025-01-03,2025-01-17,2025-01-18,1,14,2,2,2025-01,Friday,High,OTA,Indian,1,0,Regular,CANCELLED,2025-01-15,2750.0,2750.0,700,0.0,345.0,265.65,4060.65,609.1,3451.55
185,125,10,110,Deluxe,2025-01-03,2025-03-13,2025-03-16,3,69,2,0,2025-03,Thursday,Normal,OTA,Russian,1,0,Regular,CHECKED_OUT,,2024.0,6072.0,2100,0.0,817.2,629.24,9618.44,1442.77,8175.68
186,126,10,110,Deluxe,2025-01-03,2025-01-11,2025-01-12,1,8,1,0,2025-01,Saturday,High,Website,Chinese,1,1,Regular,NO_SHOW,,3300.0,3300.0,350,0.0,365.0,281.05,4296.05,85.92,4210.13
187,64,5,105,Standard,2025-01-03,2025-01-07,2025-01-09,2,4,3,0,2025-01,Tuesday,High,Website,Singaporean,0,0,Regular,CHECKED_OUT,,2100.0,4200.0,0,0.0,420.0,323.4,4943.4,98.87,4844.53
188,100,3,103,Standard,2025-01-03,2025-01-03,2025-01-05,2,0,2,0,2025-01,Friday,High,Website,Russian,0,0,Regular,CHECKED_OUT,,1925.0,3850.0,0,0.0,385.0,296.45,4531.45,90.63,4440.82
189,127,7,107,Deluxe,2025-01-04,2025-01-08,2025-01-10,2,4,1,0,2025-01,Wednesday,High,OTA,Malaysian,1,0,Regular,CHECKED_OUT,,3300.0,6600.0,700,0.0,730.0,562.1,8592.1,1288.82,7303.28
190,128,10,110,Deluxe,2025-01-04,2025-01-04,2025-01-05,1,0,2,0,2025-01,Saturday,High,Website,Malaysian,0,0,Regular,CANCELLED,2025-01-03,3300.0,3300.0,0,0.0,330.0,254.1,3884.1,77.68,3806.42
191,129,1,101,Standard,2025-01-04,2025-01-21,2025-01-23,2,17,1,0,2025-01,Tuesday,High,Website,Chinese,1,0,Regular,CHECKED_OUT,,1750.0,3500.0,700,0.0,420.0,323.4,4943.4,98.87,4844.53
192,130,10,110,Deluxe,2025-01-04,2025-01-05,2025-01-06,1,1,2,0,2025-01,Sunday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,3025.0,3025.0,700,0.0,372.5,286.83,4384.32,657.65,3726.68
193,131,2,102,Standard,2025-01-04,2025-01-25,2025-01-27,2,21,2,1,2025-01,Saturday,High,OTA,Japanese,0,0,Regular,CHECKED_OUT,,1925.0,3850.0,0,0.0,385.0,296.45,4531.45,679.72,3851.73
194,79,2,102,Standard,2025-01-04,2025-01-12,2025-01-13,1,8,2,0,2025-01,Sunday,High,Website,Korean,0,0,Regular,CHECKED_OUT,,2100.0,2100.0,0,0.0,210.0,161.7,2471.7,49.43,2422.27
195,132,9,109,Deluxe,2025-01-04,2025-01-19,2025-01-20,1,15,2,2,2025-01,Sunday,High,OTA,Malaysian,1,0,Regular,CHECKED_OUT,,2750.0,2750.0,700,0.0,345.0,265.65,4060.65,609.1,3451.55
196,133,14,204,Family,2025-01-04,2025-01-27,2025-01-28,1,23,2,2,2025-01,Monday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,3750.0,3750.0,0,0.0,375.0,288.75,4413.75,88.28,4325.48
197,51,15,205,Family,2025-01-04,2025-01-17,2025-01-20,3,13,2,0,2025-01,Friday,High,Website,Singaporean,0,0,Regular,CHECKED_OUT,,3750.0,11250.0,0,0.0,1125.0,866.25,13241.25,264.82,12976.42
198,21,9,109,Deluxe,2025-01-05,2025-01-05,2025-01-07,2,0,2,0,2025-01,Sunday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,3025.0,6050.0,1400,0.0,745.0,573.65,8768.65,1315.3,7453.35
199,134,7,107,Deluxe,2025-01-05,2025-03-10,2025-03-12,2,64,2,0,2025-03,Monday,Normal,Phone,Japanese,1,0,Regular,CHECKED_OUT,,2024.0,4048.0,1400,0.0,544.8,419.5,6412.3,0.0,6412.3
200,135,13,203,Suite,2025-01-05,2025-01-05,2025-01-06,1,0,1,0,2025-01,Sunday,High,Walk-in,Thai,1,1,Regular,CHECKED_OUT,,6300.0,6300.0,350,0.0,665.0,512.05,7827.05,0.0,7827.05
201,136,10,110,Deluxe,2025-01-05,2025-01-17,2025-01-18,1,12,3,0,2025-01,Friday,High,OTA,Thai,0,0,Regular,CANCELLED,2025-01-17,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
202,137,12,202,Suite,2025-01-05,2025-02-10,2025-02-12,2,36,2,0,2025-02,Monday,High,OTA,Thai,1,0,Regular,CHECKED_OUT,,5250.0,10500.0,1400,0.0,1190.0,916.3,14006.3,2100.94,11905.35
203,138,8,108,Deluxe,2025-01-05,2025-01-26,2025-01-27,1,21,1,0,2025-01,Sunday,High,Website,American,0,1,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,64.73,3172.01
204,139,15,205,Family,2025-01-06,2025-02-12,2025-02-13,1,37,2,1,2025-02,Wednesday,High,OTA,Thai,1,0,Regular,CHECKED_OUT,,3450.0,3450.0,700,0.0,415.0,319.55,4884.55,732.68,4151.87
205,42,1,101,Standard,2025-01-06,2025-03-30,2025-04-02,3,83,2,0,2025-03,Sunday,Normal,OTA,Australian,0,0,Regular,CHECKED_OUT,,1288.0,3864.0,0,0.0,386.4,297.53,4547.93,682.19,3865.74
206,140,14,204,Family,2025-01-06,2025-03-21,2025-03-22,1,74,2,1,2025-03,Friday,Normal,OTA,Chinese,0,0,Regular,CHECKED_OUT,,2760.0,2760.0,0,0.0,276.0,212.52,3248.52,487.28,2761.24
207,141,12,202,Suite,2025-01-06,2025-01-17,2025-01-19,2,11,2,0,2025-01,Friday,High,OTA,Korean,0,1,Regular,CHECKED_OUT,,5250.0,10500.0,0,0.0,1050.0,808.5,12358.5,1853.77,10504.73
208,142,6,106,Standard,2025-01-06,2025-01-21,2025-01-22,1,15,1,0,2025-01,Tuesday,High,Website,Thai,1,0,Regular,CHECKED_OUT,,1750.0,1750.0,350,0.0,210.0,161.7,2471.7,49.43,2422.27
209,143,6,106,Standard,2025-01-07,2025-01-22,2025-01-23,1,15,2,2,2025-01,Wednesday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,1750.0,1750.0,700,0.0,245.0,188.65,2883.65,432.55,2451.1
210,144,5,105,Standard,2025-01-07,2025-01-10,2025-01-11,1,3,2,0,2025-01,Friday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,1925.0,1925.0,0,0.0,192.5,148.23,2265.72,339.86,1925.87
211,97,10,110,Deluxe,2025-01-07,2025-01-17,2025-01-18,1,10,2,0,2025-01,Friday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
212,145,14,204,Family,2025-01-07,2025-01-15,2025-01-16,1,8,2,2,2025-01,Wednesday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,3750.0,3750.0,700,0.0,445.0,342.65,5237.65,785.65,4452.0
213,146,4,104,Standard,2025-01-08,2025-03-07,2025-03-09,2,58,1,0,2025-03,Friday,Normal,OTA,German,1,0,Regular,CHECKED_OUT,,1288.0,2576.0,700,0.0,327.6,252.25,3855.85,578.38,3277.47
214,147,9,109,Deluxe,2025-01-08,2025-01-30,2025-01-31,1,22,2,0,2025-01,Thursday,High,Website,Korean,1,0,Regular,CANCELLED,2025-01-29,2750.0,2750.0,700,0.0,345.0,265.65,4060.65,81.21,3979.44
215,148,1,101,Standard,2025-01-08,2025-02-17,2025-02-21,4,40,1,0,2025-02,Monday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,1610.0,6440.0,0,0.0,644.0,495.88,7579.88,1136.98,6442.9
216,149,10,110,Deluxe,2025-01-08,2025-01-15,2025-01-16,1,7,1,0,2025-01,Wednesday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,3025.0,3025.0,0,0.0,302.5,232.93,3560.43,534.06,3026.36
217,50,15,205,Family,2025-01-08,2025-02-03,2025-02-05,2,26,3,0,2025-02,Monday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,4125.0,8250.0,2100,0.0,1035.0,796.95,12181.95,1827.29,10354.66
218,150,10,110,Deluxe,2025-01-08,2025-03-02,2025-03-06,4,53,2,0,2025-03,Sunday,Normal,OTA,Japanese,1,0,Regular,CANCELLED,2025-02-09,2024.0,8096.0,2800,0.0,1089.6,838.99,12824.59,1923.69,10900.9
219,151,3,103,Standard,2025-01-09,2025-01-15,2025-01-16,1,6,2,0,2025-01,Wednesday,High,Website,British,1,0,Regular,CHECKED_OUT,,1925.0,1925.0,700,0.0,262.5,202.13,3089.62,61.79,3027.83
220,152,8,108,Deluxe,2025-01-09,2025-01-22,2025-01-23,1,13,2,0,2025-01,Wednesday,High,OTA,Chinese,0,0,Regular,CANCELLED,2025-01-22,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
221,153,14,204,Family,2025-01-09,2025-04-05,2025-04-06,1,86,2,2,2025-04,Saturday,Normal,Website,American,0,0,Regular,CHECKED_OUT,,2760.0,2760.0,0,0.0,276.0,212.52,3248.52,64.97,3183.55
222,154,14,204,Family,2025-01-10,2025-03-10,2025-03-12,2,59,3,0,2025-03,Monday,Normal,Phone,German,0,0,Regular,CHECKED_OUT,,2760.0,5520.0,0,0.0,552.0,425.04,6497.04,0.0,6497.04
223,155,4,104,Standard,2025-01-10,2025-02-06,2025-02-08,2,27,3,0,2025-02,Thursday,High,Phone,Thai,0,0,Regular,CANCELLED,2025-01-13,1750.0,3500.0,0,0.0,350.0,269.5,4119.5,0.0,4119.5
224,42,1,101,Standard,2025-01-10,2025-02-03,2025-02-08,5,24,2,0,2025-02,Monday,High,OTA,Australian,1,0,Regular,CHECKED_OUT,,1925.0,9625.0,3500,0.0,1312.5,1010.63,15448.12,2317.22,13130.91
225,117,8,108,Deluxe,2025-01-10,2025-02-04,2025-02-07,3,25,2,0,2025-02,Tuesday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,3025.0,9075.0,0,0.0,907.5,698.78,10681.27,1602.19,9079.08
226,156,10,110,Deluxe,2025-01-10,2025-05-24,2025-05-25,1,134,2,0,2025-05,Saturday,Low,OTA,Australian,1,0,Regular,CHECKED_OUT,,1821.6,1821.6,700,0.0,252.16,194.16,2967.92,445.19,2522.73
227,11,1,101,Standard,2025-01-11,2025-05-11,2025-05-12,1,120,2,0,2025-05,Sunday,Low,OTA,Russian,0,0,Regular,CANCELLED,2025-02-15,1159.2,1159.2,0,0.0,115.92,89.26,1364.38,204.66,1159.72
228,1,14,204,Family,2025-01-11,2025-01-16,2025-01-17,1,5,2,1,2025-01,Thursday,High,Website,Japanese,0,0,Regular,CHECKED_OUT,,3750.0,3750.0,0,0.0,375.0,288.75,4413.75,88.28,4325.48
229,157,6,106,Standard,2025-01-11,2025-01-29,2025-02-02,4,18,2,0,2025-01,Wednesday,High,Website,Thai,0,0,Regular,CANCELLED,2025-01-13,1925.0,7700.0,0,0.0,770.0,592.9,9062.9,181.26,8881.64
